Pdf url,Case title,Jurisdiction of Origin,UNCAC Offenses Implicated,Money laundering Implicated,Legal Basis for Asset Recovery,Contributing Factors in Asset Recovery,Case Summary,Disposition of Criminal Case(s)
https://star.worldbank.org/corruption-cases/printpdf/18434,Muammar el-Qaddafi (and related entities and individuals) (Switzerland),Libya,Art.20,No,Case in Investigatory/Asset Restraint Stage,Ongoing Case,"According to the Swiss Federal Department on Foreign Affairs, ""On February 21, the Federal Council decided with immediate effect to block any assets in Switzerland of Moammar Gaddafi and those who are closely associated to him. The Ordinance was established on the basis of Article 184, par. 3 of the Swiss Constitution.  On March 30, the Federal Council adopted a new ordinance to replace that which had been issued on 21 February. Emerging against the backdrop of the implementation of the financial sanctions decided by the UN Security Council with regard to Libya, this new ordinance is no longer based on Article 184, https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.20para. 3 of the Swiss Constitution, but rather on Art. 2 of the 22 March 2002 Federal Act on the Implementation of International Sanctions (Embargo Act)."" (Source: Swiss Federal Department of Foreign Affairs, ""Freeze on assets,"" last modification July 14, 2011, accessed at http://www.eda.admin.ch/eda/en/home/topics/finec/intcr/poexp/sperr.html - which provides links to relevant Swiss government media releases and ordinances.)  On May 2, 2011, the Washington Post reported that ""Financial regulators in Switzerland had identified in Swiss banks assets worth almost $416 million that may belong to the embattled Libyan leader or the Micheline Calmy-Rey at a diplomatic meeting in the Tunisian capital Tunis and confirmed for the Washington Post by a Swiss foreign ministry spokesman."" (Source: James V. Grimaldi, ""Gaddafi, other leaders had almost $1 billion in Swiss banks,"" Washington Post, May 6, 2011.)",
https://star.worldbank.org/corruption-cases/printpdf/18433,Muammar el-Qaddafi (and related entities and individuals) (Sweden),Libya,Art.20,No,Case in Investigatory/Asset Restraint Stage,Ongoing Case,"According to a March 23, 2011 statement by Sweden's Finansinspektionen (Financial Supervisory Authority), pursuant to the European Union Sanctions Regulation concerning restrictive measures with regard to the situation in Libya, Swedish financial institutions had reported to the Financial Authority that a total of more than 10 billion kronor had been frozen to date. Citing confidentiality rules, the Financial Authority did not release additional information. (Source: Government of Sweded, Finansinpektionen, ""Frysta libyska tillgångar i https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.20Sverige,"" March 23, 2011.) According to the Wall Street Journal, Sweden froze nearly $1.6 billion in Libyan assets. (Source: Wall Street Journal Corruption Currents Blog, ""Sweden Freezes Nearly $1.6 Billion In Libyan Assets,"" March 23, 2011.)",
https://star.worldbank.org/corruption-cases/printpdf/18435,Muammar el-Qaddafi (and related entities and individuals) (United Kingdom),Libya,Art.20,No,Other \(International Sanctions\,Ongoing Case,"According to the UK Foreign and Commonwealth Office, ""The Government has today taken action to freeze the assets of Colonel Muammar Abu Minyar al Qadhafi, members of his family and those acting on their behalf or at their direction. The individuals subject to an asset https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.20freeze are: Colonel Muammar Abu Minyar al-Qadhafi, Aisha Muammar Qadhafi (daughter), Hannibal Muammar Qadhafi (son), Khamis Muammar Qadhafi (son). Mutassim Qadhafi (son) and Saif al-Islam Qadhafi (son)."" (Source: UK Foreign and Commonwealth Office, ""Libya update: Political action taken by UK government,"" February 27, 2011.) According to the United Kingdom's Foreign and Commonwealth Office, ""In response to specific requests and with UN agreement, the UK has also made available Libyan assets frozen under the UN sanctions regime. 1.86 billion Libyan dinar bank notes that were printed in the UK before the current crisis have been delivered to Libya to help the Libyan population meet their basic needs."" (Source: UK Foreign and Commonwealth Office,""Libya,"" accessed on October 31, 2011, at http://www.fco.gov.uk/en/global-issues/mena/libya/.) On August 26, 2011, the Guardian reported that the UK was seeking to unfreeze some of the GBP 12 billion frozen in the UK. (Source: Jo Adetunji, ""Libyan assets to be unfrozen, including £1bn worth of dinar banknotes, British diplomats seek to unblock £12bn worth of assets held in UK, including notes printed for Gaddafi regime,"" the Guardian, August 26, 2011.)",
https://star.worldbank.org/corruption-cases/printpdf/18432,Muammar el-Qaddafi (and related entities and individuals) (Germany),Libya,Art.20,No,Case in Investigatory/Asset Restraint Stage,Ongoing Case,"An article by the German Missions in the United States reported that at the September 2011 Libya Conference in Paris, Prime Minister Merkel stated ""Libyan assets blocked while Gaddafi was still in power are now to be unfrozen, among them one billion of the seven billion euros in Germany, which the United Nations has agreed to unfreeze, according to Merkel. These funds must now be used to rebuild the country."" (Source: German Missions in the United States, ""Merkel Pledges Support at Libya Conference in Paris,"" September 2, 2011.) According to an https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.20article by Germany's Federal Foreign Office, pursuant to sanctions imposed by the European Union, Foreign Minister Westerwelle stated that ""Germany had acted swiftly to implement the sanctions. Libyan assets worth billions had been frozen in German banks."" (Source: Federal Foreign Office, ""Stepping up the pressure on the Libyan regime,"" last updated March 14, 2011.)",
https://star.worldbank.org/corruption-cases/printpdf/18431,Muammar el-Qaddafi (and related entities and individuals) (European Union),Libya,Art.20,No,United Nations Security Council sanctions,Ongoing Case,"According to the Official Journal of the European Union, on February 28, 2011, the European Union imposed sanctions and asset freezes against Mr. Qaddafi and related individuals and entities. The measure, European Council ""Decision 2011/137/CFSP concerning restrictive measures in view of the situation in Libya ( 1 ), implementing United Nations Security Council Resolution (UNSCR) 1970 (2011)"" have subsequently been amended a number of times, including most recently on September 28, 2011. (Sources: Official Journal of the European Union, ""COUNCIL REGULATION (EU) No 965/2011 of 28 September 2011 amending https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.20Regulation (EU) No 204/2011 concerning restrictive measures in view of the situation in Libya"" and ""COUNCIL DECISION 2011/137/CFSP of 28 February 2011 concerning restrictive measures in view of the situation in Libya."")",
https://star.worldbank.org/corruption-cases/printpdf/18430,Muammar el-Qaddafi (and related entities and individuals) (Canada),Libya,Art.20,No,United Nations Security Council sanctions,Ongoing Case,"According to a statement issued by the Canadian Foreign Minister, in September 2011, ""Canada has also secured from the United Nations Security Council's sanctions committee an exemption to unfreeze $2.2 billion worth of Libyan assets for humanitarian needs. ""These funds will help the Libyan people in the short and medium term; this money will help the new Libya get back on its feet."" (Source: Ministry of Foreign Affairs and International Trade, https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.20Statement by Minister Baird Updating Canada's Involvement in Libya, No. 262 - September 13, 2011, accessed at http://www.international.gc.ca/media/aff/news-communiques/2011/262.aspx?....) According to the Press Release issued by the Canadian Prime Minister's Office, in September 2011, the Canadian government lifted Canada's unilteral sanctions that had been imposed on the Libyan government: ""These sanctions were passed under the Special Economic Measures Act and were in addition to the sanctions imposed by the United Nations in Security Council Resolutions 1970 and 1973. The sanctions imposed by the UN remain in effect until they are lifted by the United Nations Security Council."" (Source: Prime Minister of Canada Stephen Harper, Press Release, ""PM announces that Canada has lifted economic sanctions against Libya,"" September 1, 2011, accessed at http://www.pm.gc.ca/eng/media.asp?category=1&featureId=6&pageId=26&id=4315.) The Prime Minister had announced the imposition of sanctions by Canada against the Qaddafi government, including asset freezes against Mr. Qaddafi and members of his family. (Source: Government of Canada, ""Statement by the Prime Minister of Canada on Implementing Sanctions Against Libya,"" February 27, 2011.)",
https://star.worldbank.org/corruption-cases/printpdf/18428,Muammar el-Qaddafi (and related entities and individuals) (Austria),Libya,Art.20,No,Case in Investigatory/Asset Restraint Stage,,"According to a March 1, 2011 statement by the National Bank of Austria, pursuant to European Union regulations, $1.2 billion in Libyan assets had been located and frozen in Austrian financial institutions; it was yet to be determined how much of those assets belonged to late-Mr. Qaddafi, his family and associates who fell under the EU sanctions regulations. (Source: Oesterreichische Nationalbank of Austria, Press Release ""Österreich friert https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.20Vermögenswerte der Familie Gaddafi ein,"" March 1, 2011.)",
https://star.worldbank.org/corruption-cases/printpdf/18429,Muammar el-Qaddafi (and related entities and individuals) (Australia),Libya,Art.20,No,United Nations Security Council Sanctions,Ongoing Case,"According to Media Release by the Reserve Bank of Australia, on March 9, 2011, the Australian Government directed the Bank, ""to take steps under the Banking (Foreign Exchange) Regulations 1959 to implement autonomous targeted financial sanctions against certain key persons associated with the Qadhafi regime in Libya."" (Source: Reserve Bank of https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.20Australia Media Release No. 2011-05, ""Banking (Foreign Exchange) Regulations 1959 Sanctions Against Libya,"" March 9, 2011. On October 19, 2011, the Reserve Bank of Australia issued an updated Media List and ""Attachment A"" sanctions list that included 35 persons and 12 entities. (Sources: Reserve Bank of Australia Media Release No. 2011-23, ""Banking (Foreign Exchange) Regulations 1959 Sanctions Against Syria and Libya - Amendments to the Annexes,"" October 19, 2011 and Attachment A.)",
https://star.worldbank.org/corruption-cases/printpdf/18427,Sanjaya Bahel / Nishan Kohli,United Nations,Art.16Art.19,No,"Criminal Prosecution, Criminal Restitution","United Nations waiver of immunity of Mr. Bahel; cooperation in the investigation by the United Nations Office of Investigative Oversight Services/Procurement Task Force (Sources: United States v. Bahel, Docket No. 08-3327-cr (2nd Cir.), Judgment dated October 31, 2011; United States Attorney's Office for the Southern District of New York Press Release, ""United Nations Procurement Official Sentenced to 8 Years in Prison on Corruption Charges,"" April 1, 2008.)","https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16https://star.worldbank.org/corruption-cases/articleglossary/#Art.19According to the Press Release by the United States Attorney's Office for the Southern District of New York, on April 1, 2008, Mr. Bahel, ""former Chief of the Commodity Procurement Section within the Procurement Division of the United Nations (?UN?), was sentenced today in Manhattan federal court to 97 months in prison on his convictions for accepting hundreds of thousands of dollars? worth of benefits from a UN vendor in exchange for his assistance in awarding tens of millions of dollars? worth of UN contracts to the vendor."" (Source: United States Attorney's Office for the Southern District of New York Press Release, ""United Nations Procurement Official Sentenced to 8 Years in Prison on Corruption Charges,"" April 1, 2008.) Nishan Kohli was the son of a close friend of Mr. Bahel whose companies were involved in the corruption scheme. As noted in the August 8, 2008 Stipulation and Order filed in US v. Nishan Kohli, on June 27, 2008, the US District Court ordered Mr. Bahel to pay restitution in the amount of $932,165.30 to the United Nations, of which $846,067.43 was to compensate the United Nations for the legal expenses that the UN incurred between February 2006 and June 2007, as a result of the US Government's investigation and prosecution of Mr. Bahel. The UN also sought (and was granted) restitution from Mr. Kohli in the amount of $515,285.41, the amount the UN incurred between February 2006 and October 2006, prior to Mr. Kohli's cooperation with the US Government in its investigation and prosecution. (Source: US v. Nishan Kohli, Case No. 1:06-cr-00918-2-TPG (S.D.N.Y.), Stipulation and Order filed August 8, 2008 and Judgment in a Criminal Case filed August 26, 2008).","According to his Judgment in a Criminal Case, Mr. Bahel was convicted in 2008 following a jury trial, in the US District Court for the Southern District of New York, on six counts of fraud and bribery related charges. (Source: US v. Sanjaya Bahel, Case No. 1:06-cr-00918-1TPG (S.D.N.Y.), Judgment in a Criminal Case filed June 30, 2008). His conviction was upheld by the Second Circuit appeals court. (Source: United States v. Bahel, Docket No. 08-3327-cr (2nd Cir.), Judgment dated October 31, 2011.) According to his Judgment in a Criminal Case, Mr. Kohli pleaded guilty, in December 2006, to one count bribery concerning an organization receiving federal funds. (Source: US v. Nishan Kohli, Case No. 1:06-cr-00918-2-TPG (S.D.N.Y.), Judgment in a Criminal Case filed August 26, 2008)."
https://star.worldbank.org/corruption-cases/printpdf/18446,Snamprogetti Netherlands BV and ENI S.p.A. (TSKJ Consortium Nigeria Settlement),"Italy, Netherlands",Art.16,No,,"Settlement Agreement (Source: ENI/Saipem company Press Release, ""Snamprogetti Netherlands BV enters agreement with Federal Government of Nigeria,"" December 20, 2010.)","According to a Press Release by the ENI company, as part of its subsidiary Snamprogetti Netherlands BV's settlement and non-prosecution agreement with the Nigerian authorities, Snamprogetti agreed to the payment of a criminal penalty of $30 million and of $2.5 million as reimbursement for legal costs and expenses incurred by the Nigerian authorities. In addition to dismissing all charges filed in Nigeria, the authorities agreed to renounce civil claims and criminal charges in any jurisdiction. (Source: ENI/Saipem company Press Release, ""Snamprogetti Netherlands BV enters agreement with Federal Government of Nigeria,"" December 20, 2010.) Background on the Bonny Island project, TSKJ joint venture and Snamprogetti Netherlands BV's settlement with the US Department of Justice are described in https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16US v.Snamprogetti Netherlands BV, Case No. 4:10-cr-00460 (S.D. Tex.), Deferred Prosecution Agreement and Statement of Facts, filed July 7, 2010. Please note that the settlement agreement with the Nigerian government is confidential and not publicly available.",
https://star.worldbank.org/corruption-cases/printpdf/18426,Samuel Gichuru / CB (Chris) Okemu,Kenya,Art.15Art.23,Yes,Criminal Prosecution and Criminal Forfeiture,Ongoing Case,"https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.15https://star.worldbank.org/corruption-cases/articleglossary/#Art.23In February 2016, the Jersey Royal Court ordered the confiscation of amounts totalling US$9.8 million from the accounts of Windward Trading Limited.  The Court stated, ""The defendant company has pleaded guilty to four counts of money laundering offences involving a total of £2,599,050 and US$2,971,743 respectively acquired or possessed by the defendant company between 29th July, 1999, and 19th October, 2001. The defendant company received and held the proceeds of criminal conduct perpetrated by its controlling mind and beneficial owner, Samuel Gichuru. The company knowingly enabled Gichuru to obtain substantial bribes paid to him while he held public office in Kenya. The company played a vital role without which corruption on a grand scale is impossible: money laundering. 2. Gichuru was the chief executive of Kenya?s power utility, the Kenya Power & Lighting Company (?KPLC?) from November 1984 until February 2003. He accepted bribes from foreign businesses that contracted with that company during his term of office and hid them in Jersey."" The Court also stated that the confiscated assets totalling about $5.17 million ""will be transferred to the Criminal Offences Confiscation Fund with a view to their repatriation to Kenya, the victim of the offending."" (Source: Attorney General v. Windward Trading Limited,  According to the April 25, 2008 Jersey Royal Court decision in an action between Samuel Gichuru and Walbrook Trustees (Jersey) Limited, et al (respondents) and Chief Officer of the States of Jersey Police (Party convened), Mr. Gichuru was the chief executive officer of the Kenya Lighting and Power Company, a majority state-owned entity.   He stated that in Kenya public servants were not barred from running their own businesses until 2003 and he had wide-ranging commercial and business operations.  In 1981, Mr. Gichuru opened a bank account in Jersey. He also stated that the account was opened for the receipt of fees which he earned from business introductions and as a consultant.  In about 1986, he was advised by the Jersey office of Deloitte & Touche (forerunner to the respondents, ""Walbrook"") that his needs would be better served by having a company. Accordingly in August 1986 Windward Trading Limited was incorporated in Jersey. Walbrook is the administrator of Windward and provides its directors and secretary.  Windward had bank accounts with HSBC Bank Plc and the Royal bank of Scotland International Limited, to which Walbrook provided signatories to the accounts.  The Court stated that Mr. Gichuru is the beneficial owner of Windward and the various Walbrook entities hold the shares as nominees for him. In May 2002, Walbrook filed a Suspicious Activity Report with the police and the police did not give consent to Walbrook making any payments and Walbrook refused to make any payments from Windward to Mr. Gichuru since then.  On August 21, 2003, a notice under the Investigation of Fraud (Jersey) Law 1990 was issued by the Attorney General demaning documents and information. In October 2003, Mr. Gichuru was informed that the Finnish authorities had sought information from the Jersey authorities about him and Windward. (Source: Between Samuel K. Gichuru and Walbrook, et al, 2008 JRC 068 (Jersey Royal Court, Samedi Division, April 25, 2008).   August 17, 2011 post by the Kenyan Anti-Corruption Commission, ""Okemo and Gichuru are wanted in the Island of Jersey to face 53 charges over commissions paid by international and 1999 and 2002, totaling 4,459,572 Sterling pounds, 786,853 Danish kronor and 3,207,360 US dollars (Kshs 902 million in total).""  Jersey is seeking their extradition from Kenya.  (Source: Kenyan Anti-Corruption Commission Current News 2011, posted August 17, 2011 (Carole Maina, ""KACC Told to Wait in Gichuru, Okemo Suit,"" The Star, August 13, 2011).  See also, NTV Kenya coverage of August 2011 extradition proceedings at http://www.ntv.co.ke/News/Extradition+hearing/-/471778/1213790/-/13oh4k7....)","According to an October 29, 2013 news article posted on the Kenyan Ethics and Anti http://www.ntv.co.ke/News/Extradition+hearing/-/471778/1213790/-/13oh4k7/-/index.htmlCorruption Commission, it had commenced an investigation against Okemo and Gichuru.  (Source: "" EACC Probes Okemo and Gichuru,"" October 29, 2013.)  Windward Trading Limited - the account holder of the assets deemed to be proceeds of bribery payments received by Mr. Gichuru, entered a guilty plea in the Isle of Jersey to four counts of money laundering. The plea had been entered into by Zedra Trust Company Limited, which acquired the trust business of Barclays Wealth in January 2016 and as a result, provided two corporate directors to Windward Trading Limited.  (Source: Attorney General v. Windward Trading"
https://star.worldbank.org/corruption-cases/printpdf/18466,Arnoldo Aleman,Nicaragua,Art.17Art.23,Yes,,"U.S.: The establishment by the Immigration and Customs Enforcement of the first Politically Exposed Persons (PEPS) Task Force located in Miami, Florida. The PEPS Task Force was established in conjunction with ICE's international division, the U.S. Attorney's Office and the U.S. Department of State. The Task Force's goal is to identify, locate, and seize assets of corrupt politically exposed persons involved in the theft of embezzled government funds. An example that highlights the success of this Task Force is the conviction in Nicaragua of the former Nicaraguan President Arnoldo Aleman. ICE investigators worked with their Nicaraguan counterparts to discover and seize assets located in the United States belonging to Mr. Aleman valued in excess of $5 million dollars. Cooperation by U.S. and Nicaragua. (Source: Statement of Marcy M. Forman, Deputy Assistant Director, Financial Investigations, Immigration and Customs Enforcement, Department of Homeland Security, before House Government Reform Committee Subcommittee on Criminal Justice, Drug Policy and Human Resources, ""Terrorist Financing and Money Laundering Investigations: Who Investigates and How Effective Are They?,"" May 11, 2004.","According to the U.S. Government website, America.gov, ""In 2004, U.S. authorities forfeited and transferred approximately $2.7 million of the former president's assets to the government of Nicaragua."" A 2005 U.S. Department of State report added that the funds were to be used for educational programs, with $100,000 going to support anti-corruption efforts of Nicaraguan Prosecutor General's Office. (Source: U.S. Department of State, Bureau of International Narcotics and Law Enforcement Affairs, International Narcotics Control Strategy Report, March 2005, accessed at http://www.state.gov/p/inl/rls/nrcrpt/2005/vol2/html/42382.htm). Mr. Aleman had used fradulent shell companies and investment accounts to conceal his illicit proceeds. Assets identified and seized by the Immigration and Customs Enforcement, Miami Foreign Corrupt Investigations Group included seven certificates of deposit valued at $700,000, proceeds of the sale of a helicopter worth $671,000, a cabana at the Key Biscayne Ocean Club valued at $300,000, an investment account in Coral Gables, Fla., valued at $204,099, and a $150,000 deposit for the purchase of a Key Biscayne, Fla., condominium. (Please note that according to the May 11, 2004 testimony of Ms. Marcy M. Forman, Deputy Assistant Director, Financial Investigations Division of the U.S. Immigration and Customs Enforcement: ""ICE investigators worked with their Nicaraguan counterparts to discover and seize assets located in the United States belonging to Aleman valued in excess of $5 million dollars."" Testimony before the House Committee on Government Reform, Subcommittee on Criminal Justice, Drug Policy and Human Resources.)","According to the University of Pittsburgh School of Law, Jurist Legal Research and News, in January 2009, the Nicaraguan Supreme Court overturned Mr. Aleman's 2003 conviction on money laundering and embezzlement charges. (Source: Andrew Gilmore, ""Nicaragua high court overturns corruption conviction of ex-president,"" Jurist Legal Research and News, January 19, 2009, accessed at http://jurist.org/paperchase/2009/01/nicaragua-high-court-overturns.php.)"
https://star.worldbank.org/corruption-cases/printpdf/18447,Siemens AG (Nigeria Settlement),Germany,Art.16,No,,"Settlement Agreement (Source: Siemens, ""Legal Proceedings,"" May 4, 2011; The 2010 Ministerial Media Briefing on the Activities of the Federal Ministry of Justice by Mr. Mohammed Bello Adoke, SAN, Honourable Attorney-General of the Federation and Minister of Justice, also noted the Halliburton settlement.  (22 December 2010).","According to the May 4, 2011 Siemens Company Statement on Legal Proceedings against it around the world, ""As previously reported, the Nigerian Economic and Financial Crimes Commission (EFCC) was conducting an investigation into alleged illegal payments by Siemens to Nigerian public officials between 2002 and 2005. In October 2010, the EFCC filed charges with the Federal High Court in Abuja and the High Court of the Federal Capital Territory against ? among others ? Siemens Ltd. Nigeria (Siemens Nigeria), Siemens AG and former board members of Siemens Nigeria. On November 22, 2010, the Nigerian Government and Siemens Nigeria entered into an out of court settlement, obligating Siemens Nigeria to make a payment in the mid double-digit Euro million range to Nigeria in exchange for the Nigerian Government withdrawing these criminal charges and refraining from the initiation of https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16any criminal, civil or other actions ? such as a debarment ? against Siemens Nigeria, Siemens AG, and Siemens employees."" (Source: Siemens, ""Legal Proceedings,"" May 4, 2011.)  The 2010 Ministerial Media Briefing on the Activities of the Federal Ministry of Justice by Mr. Mohammed Bello Adoke, SAN, Honourable Attorney-General of the Federation and Minister of Justice, also noted the Halliburton settlement.  (22 December 2010).  For background on the US Foreign Corrupt Practices Act case and settlement with Siemens A.G., please see US v. Siemens A.G., Case No. 08-cr-367-RJL (D.D.C.), Plea Agreement ans Statement of Offense, both filed December 15, 2008. Please note that the settlement agreement with the Nigerian government is confidential and not publicly available.","According to the May 4, 2011 Siemens Company Statement on Legal Proceedings against it around the world, the criminal charges filed against it by the Nigerian Economic and Financial Crimes Commission (EFCC) was dismissed in November 2010, pursuant to a settlement agreement between Siemens and the Nigerian authorities. (Source: Siemens, ""Legal Proceedings,"" May 4, 2011.)"
https://star.worldbank.org/corruption-cases/printpdf/18448,"Tidewater, Inc. (Nigeria Settlement)",United States,Art.16,No,Criminal Prosecution; Criminal Fine,"Settlement Agreement (Source: Tidewater, Inc., US Securities and Exchange Commission Form 8-K filed March 3, 2011, at http://www.sec.gov/Archives/edgar/data/98222/000119312511055141/d8k.htm)","According to Tidwater Inc.'s March 3, 2011 Form 8-K filed with the US Securities and Exchange Commission, pursuant to a settlement agreement announced that day, Tidewater agreed to settle allegations that the Nigerian affiliate of a Swiss-based freight forwarder had made improper payments to government officials in Nigeria on behalf of Tidewater's foreign subsidiaries. The Nigerian investigation revolved around the same 2007 conduct detailed in Tidewater's settlements with the US Department of Justice and the Securities and Exchange Commission. Tidewater agreed to pay $6 million to the Government of Nigeria and an https://star.worldbank.org/corruption-caseshttps://star.worldbank.org/corruption-cases/articleglossary/#Art.16additional $300,000 for the Government of Nigeria's attorneys and other expenses. (Source: Technip Inc., SEC Form 8-K filed March 3, 2011.) Tidewater's settlements with the US Department of Justice and the Securities and Exchange Commission are detailed in: US v. Tidewater Marine International, Inc., Case No. 4:10-cr-00770 (S.D. Tex.), Deferred Prosecution Agreement and Statement of Facts filed November 4, 2010; and US Securities and Exchange Commission, Litigation Release No. 21729 (November 4, 2010), in SEC v. Tidewater, Inc., Case No. 2:10-cv-04180 (E.D. La.), Complaint filed November 4, 2010. Please note that the settlement agreement with the Nigerian government is confidential and not publicly available.",
https://star.worldbank.org/corruption-cases/printpdf/18463,Ao Man Long (United Kingdom),,Art.16Art.18Art.19Art.20Art.23,Yes,Actions Initiated by Foreign Jurisdiction,"According to Daniel Li, Deputy Commissioner of the Hong Kong Independent Commission Against Corruption (ICAC), ""This is one of the successful cases of cooperation between ICAC and other jurisdictions when asset recovery was involved. All assets have been or are currently destined to be returned to Macao. We could have taken the attitude that it is not our concern and simply carried out the minimal requirements of informing the Macao authorities and then sitting back and giving a minimal response, especially as this specific law germane to asset confiscation was not as such available between the two jurisdictions. However we took up this challenge seriously; officers from Hong Kong and Macao worked tirelessly and enthusiastically, and, as a result, AO and his corrupt associates were deprived of vast profits from his criminal enterprise."" (Source: Daniel M C Li, Deputy Commissioner and Head of Operations, Independent Commission Against Corruption, Hong Kong Special Administrative Region, ""Asset Recovery: Is Law Enforcement doing enough?, "" The 4th IAACA Seminar, Dalian, People?s Republic of China, 25 ? 28 June 2012.)","In November 2015, the Office of the Secretary for Administration and Justice of Macao SAR, China issued a statement announcing the return from UK of USD44,245,300 in corruption assets in Mr. Ao's case. According to the statement, Ms. Chan Hoi Fan, Secretary for Administration and Justice of the Macao Special Administrative Region, ""indicated that the UNCAC, as an international anti-corruption instrument, has established a very important legal system for fighting corruption at international level. The mechanisms for recovery of property and return of assets, in particular, provided the legal basis on which we are able to establish close cooperation with and to recover the illicit assets from the British Government. In 2010, with the strong support and assistance from the Central Government, the Macao SAR Government conveyed the request to the British Government via diplomatic channels for returning the corruption proceeds in Ao?s case."" (Source:Office of the Secretary for Administration and Justice of Macao SAR, China, ""Most of the Illicit Assets Abroad in the Case of Ao Man Long Successfully Recovered,"" November 3, 2015.) In April 2007, the Commission Against Corruption in Macao SAR, China had reported on its location and seizure of more than 790 million patacas (USD$95 million) in Mr. Ao's accumulated assets, and stated that ""Until December 2006...the cash and bonds in Britain and other countries were equivalent to 275 million patacas."" (Source: Commission Against Corruption in Macao SAR, ""What's New - Detected Cases,"" April 7, 2007.) In June 2012, the Deputy Head of Hong Kong SAR, China's Independent Commission Against Corruption stated in a presentation that with regard to Mr. Ao's case, ""During the course of the asset tracing exercise we discovered that substantial funds had been sent to the United Kingdom and used to purchase a property. This disclosed an offence of money laundering in Hong Kong and therefore we invoked Mutual Legal Assistance between Hong Kong and the UK as a means of freezing any potential sale of this property. Eventually the property was sold under a court order and the funds are now banked in the UK awaiting repatriation to Macao."" (Source: Daniel M C Li, Deputy Commissioner and Head of Operations, Independent Commission Against Corruption, Hong Kong Special Administrative Region, ""Asset Recovery: Is Law Enforcement doing enough?, "" The 4th IAACA Seminar, Dalian, People?s Republic of China, 25 ? 28 June 2012.)","According to statements by the Commission Against Corruption in Macao SAR, Mr. Ao was tried and convicted by the Macao Court of Final Appeal in two separate trials that ended in January 2008 and April 2009, respectively. (Sources: Commission Against Corruption in Macao SAR, ""What's New - Detected Cases,"" June 4, 2008 and ""What's New - Detected Cases,"" April 22, 2009.)"
